DHSCLUST,Building count,Building area sum,Building area mean,Building area proportion,Residential count,Residential area sum,Residential area proportion,Residential area mean,Damaged count,Damaged area sum,Damaged area proportion,Damaged area mean,Industrial count,Industrial area sum,Industrial area proportion,Industrial area mean,Commercial count,Commercial area sum,Commercial area prop,Commercial area mean,Education count,Education area sum,Education area proportion,Education area mean,Health count,Health area sum,Health area proportion,Health area mean
1032,206,4.278445470010201e-06,2.076915276703981e-08,0.004070807181078061,3,8.542043500093695e-08,3.9453822752362297e-07,2.847347833364565e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,4.501769049991996e-07,2.079268247328715e-06,1.957290891300868e-08,0,0.0,0.0,0.0
1033,15,3.258281799982381e-07,2.172187866654921e-08,0.00031001533249207464,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2.0024394500053735e-07,1.2701723791805847e-05,1.5403380384656714e-08,0,0.0,0.0,0.0
1034,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1035,836,2.369783055002317e-05,2.8346687260793264e-08,0.02254774530964756,15,4.033473650013493e-07,4.590579125242055e-07,2.6889824333423288e-08,0,0.0,0.0,0.0,4,7.17226735000842e-07,8.162904641138206e-07,1.7930668375021054e-07,16,8.566435599987836e-07,9.749636133832932e-07,5.354022249992397e-08,59,1.9297407250036013e-06,2.196277516106091e-06,3.270746991531528e-08,3,2.7884546499884173e-07,3.1735974543624823e-07,9.294848833294724e-08
1036,677,2.4942749425021626e-05,3.6843056757786736e-08,0.023732246720668523,2,1.7167989499809807e-07,2.41282209464696e-07,8.583994749904902e-08,0,0.0,0.0,0.0,1,5.2465784998851525e-08,7.373641815171684e-08,5.2465784998851525e-08,2,6.844475000086115e-08,9.619356131741278e-08,3.4222375000430575e-08,92,4.282010465001241e-06,6.0180194422759615e-06,4.6543592010883055e-08,0,0.0,0.0,0.0
1037,808,3.020205812002671e-05,3.7378784802013256e-08,0.028736314612430605,32,6.04870915004668e-07,7.122719999073463e-07,1.8902216093895877e-08,0,0.0,0.0,0.0,7,9.437234100015385e-07,1.111291258889492e-06,1.3481763000021974e-07,38,3.450147684997081e-06,4.062757078590243e-06,9.079336013150212e-08,72,2.2430274899946674e-06,2.64130021218383e-06,3.1153159583259266e-08,7,7.569413500002114e-07,8.913441129386366e-07,1.0813447857145877e-07
1038,858,2.737580735501385e-05,3.1906535378804036e-08,0.026047225318109355,27,6.079982050024318e-07,6.742322781389222e-07,2.2518452037127104e-08,0,0.0,0.0,0.0,8,3.6994492999895225e-07,4.102459692921956e-07,4.624311624986903e-08,48,3.571884900001487e-06,3.960998689738543e-06,7.441426875003099e-08,104,3.841653324985184e-06,4.260155131731623e-06,3.693897427870369e-08,32,1.1155545550033548e-06,1.2370807723110878e-06,3.486107984385484e-08
1045,5,1.4448307000034585e-07,2.8896614000069166e-08,0.00013747112660996696,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1048,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1052,20,1.4039705000221801e-07,7.0198525001109e-09,0.00013358340625288894,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1054,282,1.6014261050037218e-06,5.6788159751905034e-09,0.001523706901001937,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1057,573,4.7427274600044025e-06,8.277011274004192e-09,0.004512556987675249,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1060,1987,2.546872163997577e-05,1.2817675712116644e-08,0.024232692848752,1,7.980296000127128e-08,3.821339855582562e-08,7.980296000127128e-08,0,0.0,0.0,0.0,2,3.590064900040352e-07,1.719091382880244e-07,1.795032450020176e-07,4,3.0391589999833244e-07,1.4552918104671445e-07,7.597897499958311e-08,4,2.045945349954307e-07,9.796945511795122e-08,5.114863374885768e-08,0,0.0,0.0,0.0
1063,1777,1.5943999334969132e-05,8.972425061884711e-09,0.015170217183518638,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1.1526870999897187e-07,6.171895098253845e-08,3.842290333299062e-08,3,1.3678064500055755e-07,7.323720309028097e-08,4.5593548333519176e-08,2,1.055477824995643e-06,5.651402201399099e-07,5.277389124978218e-07,0,0.0,0.0,0.0
1064,2583,3.5519687155012677e-05,1.3751330683318884e-08,0.033795872485416316,2,5.1205934999802824e-08,1.8862116600731765e-08,2.5602967499901412e-08,0,0.0,0.0,0.0,6,2.477152899988744e-07,9.124791264451754e-08,4.128588166647906e-08,15,1.514371450000469e-06,5.57830862122488e-07,1.0095809666669793e-07,5,3.4192758999887523e-07,1.2595176851259186e-07,6.838551799977505e-08,1,3.601819300041608e-07,1.3267590097205038e-07,3.601819300041608e-07
1065,2332,2.580591664500552e-05,1.1066001991854854e-08,0.024553523360095537,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,4.905895320013201e-06,2.0016321218507925e-06,1.2264738300033e-06,4,2.6881943000347426e-07,1.0967979766660145e-07,6.720485750086856e-08,2,1.055477824995643e-06,4.306407252095229e-07,5.277389124978218e-07,0,0.0,0.0,0.0
1067,428,5.878731870021274e-06,1.3735354836498305e-08,0.0055934296883905395,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,6.440587000090183e-08,1.431779740423792e-07,6.440587000090183e-08,1,5.2709214998273394e-08,1.1717563347426715e-07,5.2709214998273394e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1068,1963,1.5228880915002895e-05,7.757962768722819e-09,0.01448980435139884,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,6.440587000090183e-08,3.1217612272101715e-08,6.440587000090183e-08,1,5.2709214998273394e-08,2.5548227777373495e-08,5.2709214998273394e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1069,150,1.2213129349999173e-05,8.142086233332782e-08,0.011620410966998573,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2.1848353999907108e-07,1.385868410711104e-06,7.282784666635704e-08,7,7.887429850011111e-07,5.003095368592387e-06,1.1267756928587303e-07,4,1.5192788349941608e-06,9.636975602323758e-06,3.798197087485402e-07,2,7.219225699970908e-07,4.579245121818319e-06,3.609612849985454e-07
1070,33,4.881234229996775e-06,1.4791618878778107e-07,0.004644341851562163,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1.5639365999822586e-07,4.50920244959156e-06,7.819682999911293e-08,2,2.547535925005883e-06,7.345154038590403e-05,1.2737679625029415e-06,2,1.417983679994854e-06,4.0883853497553457e-05,7.08991839997427e-07,0,0.0,0.0,0.0
1071,15,5.12388565004793e-07,3.41592376669862e-08,0.00048752170958925935,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1080,812,9.320163749998836e-06,1.1478034174875411e-08,0.008867844591748,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1086,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1095,8840,6.477874165499853e-05,7.327911951922912e-09,0.06163494861832141,2431,1.0645285775012038e-05,1.14577565542912e-06,4.3789739921892386e-09,0,0.0,0.0,0.0,50,6.39190992502621e-06,6.879754041908304e-07,1.2783819850052422e-07,7,3.5994228000218835e-07,3.874138379208451e-08,5.1420325714598334e-08,2,1.8606197000029843e-07,2.0026261401825463e-08,9.303098500014922e-08,1,5.516329999939217e-08,5.937348000633199e-09,5.516329999939217e-08
1096,9543,9.037712914999236e-05,9.470515472072972e-09,0.08599101447660412,3728,1.6246295844965845e-05,1.6198095847503591e-06,4.3579119755809675e-09,0,0.0,0.0,0.0,2,1.588215100038051e-07,1.5835031358757664e-08,7.941075500190255e-08,18,5.475029099983417e-07,5.458785619546815e-08,3.0416828333241216e-08,32,2.72970002001112e-06,2.721601464174589e-07,8.530312562534747e-08,5,3.571904749961253e-07,3.5613075158885464e-08,7.143809499922508e-08
1097,3590,4.724111723995282e-05,1.315908558215956e-08,0.04494844696526941,1298,4.509914220006771e-06,1.1952764524410246e-06,3.4745101849050625e-09,0,0.0,0.0,0.0,98,1.0946715729976523e-05,2.9012417765203203e-06,1.1170118091812778e-07,8,3.117079449959889e-07,8.261291645851487e-08,3.8963493124498614e-08,1,4.733628500017595e-08,1.2545681369226274e-08,4.733628500017595e-08,0,0.0,0.0,0.0
1098,763,3.90881544000581e-06,5.122956015735007e-09,0.003719115756930875,291,1.316621010001256e-06,1.6418397799246088e-06,4.524470824746584e-09,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1099,10998,0.00010173585313005103,9.250395811061195e-09,0.0967984854307206,3853,1.8623322860010507e-05,1.6111574649823484e-06,4.8334603841190005e-09,0,0.0,0.0,0.0,1,1.7417424999890686e-08,1.5068317571619558e-09,1.7417424999890686e-08,22,9.816989199977979e-07,8.492960978063981e-08,4.4622678181718086e-08,51,3.8676715349942165e-06,3.3460343852419e-07,7.583669676459246e-08,9,7.212267500045076e-07,6.239540982827942e-08,8.01363055560564e-08
1100,10111,0.00011675949278500159,1.1547769042132489e-08,0.11109300913611586,2401,1.084228658999135e-05,1.02028453308185e-06,4.515737855056789e-09,0,0.0,0.0,0.0,2,3.185390500048033e-08,2.997526981093627e-09,1.5926952500240168e-08,52,2.082112574994796e-06,1.9593166430072286e-07,4.004062644220762e-08,43,3.3442203249916364e-06,3.146989562106425e-07,7.777256569747991e-08,9,7.212267500045076e-07,6.786912444776803e-08,8.01363055560564e-08
1101,8879,5.475650916502882e-05,6.166968033002458e-09,0.052099107557220935,3725,1.73849211400209e-05,1.862958582972105e-06,4.667092923495544e-09,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,6.002429999988656e-08,6.432170958443978e-09,1.0004049999981091e-08,12,2.408391499965338e-07,2.5808190787180616e-08,2.0069929166377816e-08,0,0.0,0.0,0.0
1102,8991,8.518374357500886e-05,9.474334731955162e-09,0.08104967037371909,2667,1.246692467499644e-05,1.319307005748551e-06,4.674512439068782e-09,0,0.0,0.0,0.0,0,0.0,0.0,0.0,21,9.263393550028346e-07,9.802946858313176e-08,4.411139785727784e-08,38,3.0128328549906916e-06,3.188317565366025e-07,7.928507513133397e-08,0,0.0,0.0,0.0
1112,4456,3.328519693002851e-05,7.469747964548588e-09,0.031669824854875274,1186,6.632844125014873e-06,1.4162800574827733e-06,5.592617306083368e-09,0,0.0,0.0,0.0,2,1.3233215499782866e-07,2.8256263611007702e-08,6.616607749891433e-08,24,8.784237000004491e-08,1.875656874912731e-08,3.660098750001872e-09,17,3.8508086999388864e-07,8.222450978964291e-08,2.2651815881993452e-08,1,1.8359491500164235e-07,3.920216001932471e-08,1.8359491500164235e-07
1118,1810,2.0364904224992293e-05,1.1251328301100716e-08,0.019376570051474324,625,5.0650543699900426e-06,2.6625640724587465e-06,8.10408699198407e-09,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0438862500086028e-07,5.487431766723678e-08,1.0438862500086028e-07,11,1.9950020000365997e-07,1.0487193743176412e-07,1.813638181851454e-08,3,4.885788499879255e-08,2.5683287829023228e-08,1.6285961666264187e-08
1128,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1130,1,8.63922999961506e-09,8.63922999961506e-09,8.219957404607085e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1131,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1133,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1139,111,1.2392120200033732e-06,1.1164072252282642e-08,0.0011790715168086394,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1140,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1142,7,5.414842150022757e-07,7.735488785746798e-08,0.0005152053114437439,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.6437255999737608e-07,2.2342193554036263e-05,1.6437255999737608e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1143,149,7.534691245009761e-06,5.0568397617515167e-08,0.007169023291844968,2,5.1238664999668634e-08,3.271945553817993e-07,2.5619332499834317e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,1.1377639450055279e-06,7.265415055562694e-06,1.8962732416758803e-07,1,3.4468239999531834e-08,2.2010371389482746e-07,3.4468239999531834e-08,0,0.0,0.0,0.0
1145,100,1.2478756125010685e-05,1.2478756125010685e-07,0.011873146543689431,2,6.949185664996762e-06,6.61193302707819e-05,3.474592832498381e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,2.4915150499774307e-07,2.3705987205647374e-06,6.228787624943577e-08,1,2.9369607500033764e-07,2.794426385812891e-06,2.9369607500033764e-07,0,0.0,0.0,0.0
1148,132,1.3441708545013987e-05,1.0183112534101504e-07,0.012789365683062172,2,5.1238664999668634e-08,3.693332481203645e-07,2.5619332499834317e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,1.1856213950048284e-06,8.546073572778736e-06,1.4820267437560355e-07,2,3.281643149998695e-07,2.3654400905425638e-06,1.6408215749993474e-07,0,0.0,0.0,0.0
1149,229,5.68342343000474e-06,2.481844292578489e-08,0.005407599810291712,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1.6350893000464687e-07,6.79360864301394e-07,3.2701786000929376e-08,15,3.0868465999916265e-07,1.2825493837410182e-06,2.057897733327751e-08,0,0.0,0.0,0.0
1151,5626,0.00010800587034995477,1.9197630705644287e-08,0.10276421090348348,204,2.779988150002465e-06,4.701514151534158e-07,1.3627392892168945e-08,0,0.0,0.0,0.0,59,2.3295748100122693e-06,3.939775403834174e-07,3.948431881376727e-08,45,7.144394255000705e-06,1.208259491825365e-06,1.5876431677779344e-07,6,2.8226788499461626e-07,4.7737126355183487e-08,4.7044647499102715e-08,0,0.0,0.0,0.0
1152,3066,6.437141804998543e-05,2.0995243982382723e-08,0.06124739293532092,25,5.639072700050782e-07,1.7499678657913284e-07,2.255629080020313e-08,0,0.0,0.0,0.0,5,1.5341585799891632e-06,4.7609391806296694e-07,3.0683171599783263e-07,7,5.995548150028938e-07,1.8605925403765065e-07,8.565068785755628e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1153,80,1.4023713199976985e-06,1.7529641499971233e-08,0.0013343124927033224,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1154,2,2.4494900001161312e-08,1.2247450000580656e-08,2.330613198729835e-05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1155,6434,0.0001240811234299823,1.9285222789863585e-08,0.11805931192429125,45,7.259295250003181e-07,1.0735145488927347e-07,1.613176722222929e-08,0,0.0,0.0,0.0,3,6.735700999992219e-08,9.960847122838574e-09,2.245233666664073e-08,43,2.3346095400009656e-06,3.4524526429390145e-07,5.4293245116301525e-08,28,1.9766217850008318e-06,2.923055435520121e-07,7.059363517860112e-08,0,0.0,0.0,0.0
1156,8883,0.0001849473434949822,2.082036963807072e-08,0.1759716184997653,218,3.008229290002278e-06,3.2221503712443584e-07,1.3799216926615957e-08,0,0.0,0.0,0.0,17,3.820163299971709e-07,4.091822600134511e-08,2.2471548823362998e-08,48,3.3014082350030635e-06,3.536177845684179e-07,6.87793382292305e-08,45,2.7729111000023943e-06,2.970098243506415e-07,6.162024666671988e-08,1,2.4444244499908103e-07,2.6182522639458474e-08,2.4444244499908103e-07
1157,7809,0.0001589116604249851,2.0349809248941616e-08,0.151199479565536,400,2.9335881550008615e-06,3.574359670953316e-07,7.333970387502153e-09,0,0.0,0.0,0.0,18,5.053800549949204e-07,6.157681281875375e-08,2.8076669721940022e-08,42,2.4170904250018643e-06,2.9450454800365577e-07,5.75497720238539e-08,34,1.3356406450024144e-06,1.6273791016794252e-07,3.928354838242395e-08,1,2.4444244499908103e-07,2.97834996294387e-08,2.4444244499908103e-07
1159,511,1.1829823134989944e-05,2.315033881602729e-08,0.011255707080143208,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,8.052683500078558e-07,1.4993887940192188e-06,8.052683500078558e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1165,528,1.2103701094999565e-05,2.2923676316287046e-08,0.011516293401544541,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.3567970000617113e-08,6.049029279556383e-08,3.3567970000617113e-08,1,8.052683500078558e-07,1.4511130184542066e-06,8.052683500078558e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1166,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1171,99,3.734751035003811e-06,3.772475792933143e-08,0.0035534989143605907,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1.1262367500021426e-07,1.0824031084949993e-06,5.631183750010713e-08,1,2.7372531499991075e-07,2.630718024688082e-06,2.7372531499991075e-07,0,0.0,0.0,0.0,2,1.5363375500137682e-07,1.4765426006826098e-06,7.681687750068841e-08
1172,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1177,100,6.714613625082587e-06,6.71461362508259e-08,0.006388745060501055,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1.1262367500021426e-07,1.0715790774100493e-06,5.631183750010713e-08,1,2.7372531499991075e-07,2.604410844441201e-06,2.7372531499991075e-07,0,0.0,0.0,0.0,2,1.5363375500137682e-07,1.4617771746757838e-06,7.681687750068841e-08
1185,20,4.524265749998101e-07,2.2621328749990507e-08,0.0004304697496624603,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1186,712,1.0876805069989503e-05,1.5276411615153796e-08,0.010348940169148387,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1187,26,1.34336243000144e-06,5.166778576928615e-08,0.0012781673776544116,2,5.683995000001061e-08,2.0800552466477014e-06,2.8419975000005305e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.4892399999467104e-08,5.449866643806335e-07,1.4892399999467104e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1189,1,2.7614054999559248e-08,2.7614054999559248e-08,2.627391050764573e-05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1192,707,1.0641954704992227e-05,1.5052269738319985e-08,0.01012548738495118,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
43,2043,2.263830737501598e-05,1.1080914035739588e-08,0.0215396421143233,8,1.7178169999992516e-07,8.000240826522091e-08,2.147271249999064e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1.314122604995555e-06,6.120149768890156e-07,4.380408683318517e-07,13,3.7406522000038846e-07,1.7421016585761926e-07,2.8774247692337566e-08,0,0.0,0.0,0.0
44,5125,6.48775203349806e-05,1.2659028358044994e-08,0.061728933445901135,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,4.653459000011605e-08,8.639260170263678e-09,4.653459000011605e-08,2,6.701046500018672e-07,1.2440656321792407e-07,3.350523250009336e-07,7,5.44400784996155e-07,1.0106933398286812e-07,7.777154071373645e-08,0,0.0,0.0,0.0
45,5444,6.716288156496502e-05,1.2337046576959041e-08,0.06390338324819247,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,4.653459000011605e-08,8.133028723843003e-09,4.653459000011605e-08,2,6.701046500018672e-07,1.1711675909108377e-07,3.350523250009336e-07,7,5.44400784996155e-07,9.51470126124538e-08,7.777154071373645e-08,0,0.0,0.0,0.0
46,5060,7.025758889999865e-05,1.3884898992094594e-08,0.06684790058073659,13,2.113288299972605e-07,3.973770327962016e-08,1.6256063845943117e-08,0,0.0,0.0,0.0,19,8.899629400020431e-07,1.6734623117971187e-07,4.684015473694964e-08,3,8.188743000005651e-07,1.5397891502617481e-07,2.7295810000018843e-07,13,7.51499929996154e-07,1.4131002018621694e-07,5.780768692278109e-08,0,0.0,0.0,0.0
1220,422,5.025838439996608e-06,1.1909569763025136e-08,0.0047819282390965155,95,1.0678727899928182e-06,2.407695718228285e-06,1.1240766210450717e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,8.407752400040895e-07,1.8956667538685195e-06,8.407752400040895e-07,0,0.0,0.0,0.0
1221,6358,8.792140909999657e-05,1.3828469502987823e-08,0.08365447358007687,226,2.278948110001505e-06,3.4104245344617767e-07,1.0083841194696924e-08,0,0.0,0.0,0.0,46,4.648931229989648e-06,6.957082110031805e-07,1.0106372239107932e-07,109,3.840556799995397e-06,5.747357335261864e-07,3.523446605500364e-08,21,9.371895799973608e-07,1.4024954421023727e-07,4.462807523796956e-08,1,5.324137999946781e-08,7.967522726907006e-09,5.324137999946781e-08
1222,5089,7.232071510499396e-05,1.4211183946746701e-08,0.06881090070067156,119,1.2856843750026364e-06,2.403789566756616e-07,1.0804070378173413e-08,0,0.0,0.0,0.0,55,5.099369779989538e-06,9.53407547956527e-07,9.271581418162801e-08,122,4.364791450001851e-06,8.160665519919239e-07,3.5776979098375836e-08,21,9.371895799973608e-07,1.7522236236759514e-07,4.462807523796956e-08,1,5.324137999946781e-08,9.954315090916667e-09,5.324137999946781e-08
1223,116,3.2332664149918573e-06,2.78729863361367e-08,0.003076351967729061,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,1.923884594997973e-06,1.5780311023655366e-05,7.399556134607588e-08,0,0.0,0.0,0.0
1224,1023,1.8855482899991124e-05,1.8431557086990347e-08,0.01794040282387786,78,6.622008499988492e-07,6.158977690615174e-07,8.489754487164734e-09,0,0.0,0.0,0.0,35,4.882450199989199e-06,4.5410545542678375e-06,1.3949857714254852e-07,56,1.8876285500059597e-06,1.7556398678248715e-06,3.3707652678677845e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1225,115,7.438722440009668e-06,6.468454295660581e-08,0.007077711972513622,13,1.0966665999874497e-07,9.073426118394277e-07,8.435896922980383e-09,0,0.0,0.0,0.0,4,9.424160450001686e-07,7.79721234985749e-06,2.356040112500421e-07,6,4.287168950015832e-07,3.5470498258529794e-06,7.145281583359722e-08,10,8.230798600068986e-07,6.8098675562804275e-06,8.230798600068987e-08,0,0.0,0.0,0.0
1226,60,4.346650414992647e-06,7.244417358321076e-08,0.004135702055107836,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1.2836378299973095e-06,2.035568811493288e-05,6.418189149986546e-07,1,2.719981499972016e-08,4.313295681846158e-07,2.719981499972016e-08,1,2.6834360000228097e-07,4.255342513001648e-06,2.6834360000228097e-07,0,0.0,0.0,0.0
1229,107,2.460823304994561e-06,2.299834864480898e-08,0.0023413964842029927,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1230,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1233,863,2.3025672640050417e-05,2.6680964820452402e-08,0.021908208060449203,1,2.3888069999930048e-08,2.6336908692980683e-08,2.3888069999930048e-08,0,0.0,0.0,0.0,1,8.527804500049325e-08,9.402015670167013e-08,8.527804500049325e-08,3,2.465284149983441e-07,2.718007924480986e-07,8.217613833278137e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1239,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1240,93,1.905818960005803e-06,2.0492676989309703e-08,0.0018133271915249734,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1241,15,5.310356349975705e-07,3.540237566650469e-08,0.00050526381404396,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.780815500043532e-08,2.398218542348553e-06,3.780815500043532e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0
1249,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
221,86,7.627088104997351e-06,8.868707098834128e-08,0.007256936017105359,8,2.2862588000082823e-07,2.529423037353155e-06,2.8578235000103522e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,1.601901790001455e-06,1.772278488853606e-05,2.2884311285735067e-07,6,5.245605999997295e-07,5.803523494900503e-06,8.742676666662159e-08,1,1.644617499990618e-07,1.8195373997446624e-06,1.644617499990618e-07
222,1271,3.964041625998503e-05,3.118836841855628e-08,0.0377166174731417,42,4.524557950007515e-07,3.387077510466955e-07,1.077275702382742e-08,0,0.0,0.0,0.0,30,7.002768930001831e-06,5.242262651043411e-06,2.3342563100006104e-07,2,2.3326048500362863e-07,1.7461846031502207e-07,1.1663024250181432e-07,2,2.1853184999961838e-07,1.635926255410688e-07,1.0926592499980919e-07,0,0.0,0.0,0.0
